AE,BT,BW,CF,DT,ET,GL,HF,LF,NT,P,PF,PFC,PFCM,PFCm,SC
2.284,223.155625595,2497.9,4995.7,0.166,223.32141893,Y,6575.2,3365.1,6.0,A,5168.0,3789.8;4134.4;4220.5;4220.5;4220.5;4478.9;4392.8;4134.4;3789.8;3531.4;4134.4;4392.8;4392.8;4392.8;4306.6;6287.7;6373.8;6373.8;6201.6;6115.4;5770.9;5426.4;5168.0;4995.7;4909.6;4909.6;5081.8,6373.8,3531.4,S
2.376,223.454489897,2497.9,5081.8,0.179,223.633372181,Y,6619.4,3409.3,6.0,A,5168.0,3876.0;3789.8;3789.8;4134.4;4220.5;4134.4;4134.4;4565.0;4392.8;4134.4;4048.2;3876.0;4048.2;4048.2;4392.8;4392.8;4392.8;6201.6;6373.8;6373.8;6373.8;6201.6;5943.2;5598.6;5426.4;5168.0;4995.7;4909.6;4909.6;5081.8,6373.8,3789.8,S
2.214,225.603325878,2497.9,4995.7,0.168,225.771300705,Y,6508.7,3232.2,6.0,A,4995.7,3876.0;3876.0;3876.0;4134.4;4134.4;4134.4;4565.0;4392.8;4134.4;3876.0;3617.6;4048.2;4306.6;4306.6;4306.6;4392.8;6287.7;6373.8;6373.8;6373.8;6115.4;5770.9;5684.8;5168.0;4995.7;4909.6;4909.6;4995.7,6373.8,3617.6,S
2.21,225.886919742,2497.9,4995.7,0.177,226.063620534,Y,6530.9,3431.5,6.0,A,4995.7,3789.8;3876.0;3876.0;4134.4;4220.5;4134.4;4134.4;4392.8;4220.5;3962.1;3876.0;3703.7;4220.5;4306.6;4306.6;4392.8;4306.6;6287.7;6373.8;6373.8;6201.6;6029.3;5770.9;5426.4;5168.0;4995.7;4909.6;4909.6;4995.7,6373.8,3703.7,S
2.206,226.174876588,2325.6,4995.7,0.175,226.349395889,Y,6464.5,3365.1,6.0,A,5081.8,3876.0;3876.0;4220.5;4134.4;4134.4;4048.2;4478.9;4392.8;4134.4;3876.0;3617.6;3531.4;4306.6;4306.6;4306.6;4220.5;6115.4;6287.7;6287.7;6287.7;6115.4;5857.0;5512.5;5340.2;5081.8;4995.7;4909.6;4909.6;4909.6,6287.7,3531.4,S
2.302,229.557739213,2411.7,5168.0,0.159,229.716988075,Y,6641.6,3409.3,6.0,A,5081.8,4048.2;4134.4;4220.5;4220.5;4220.5;4565.0;4392.8;4220.5;3962.1;3617.6;4048.2;4306.6;4392.8;4392.8;4478.9;6373.8;6373.8;6460.0;6373.8;6115.4;6029.3;5512.5;5340.2;5081.8;4995.7;4995.7;5081.8,6460.0,3617.6,S
2.262,231.926928125,2497.9,5081.8,0.166,232.092721461,Y,6597.3,3320.8,6.0,A,5081.8,3876.0;4134.4;4220.5;4220.5;4220.5;4392.8;4220.5;4220.5;3703.7;3617.6;4306.6;4392.8;4392.8;4220.5;6287.7;6373.8;6460.0;6287.7;6115.4;6029.3;5512.5;5426.4;5081.8;4995.7;4909.6;4995.7;5081.8,6460.0,3617.6,S
2.161,233.997185648,2497.9,4995.7,0.175,234.171704949,Y,6597.3,3342.9,6.0,A,4995.7,3876.0;3876.0;3876.0;3876.0;4220.5;4220.5;4220.5;4565.0;4306.6;4220.5;3876.0;3617.6;4220.5;4306.6;4392.8;4306.6;4306.6;6373.8;6460.0;6460.0;6287.7;6029.3;5770.9;5426.4;5168.0;4995.7;4995.7;4995.7;5081.8,6460.0,3617.6,S
2.227,235.910420572,2584.0,5081.8,0.166,236.076213908,Y,6597.3,3232.2,6.0,A,4995.7,3876.0;4134.4;4220.5;4220.5;4220.5;4478.9;4392.8;4048.2;3876.0;3617.6;4134.4;4306.6;4392.8;4306.6;4220.5;6287.7;6373.8;6460.0;6287.7;6029.3;5684.8;5426.4;5168.0;4995.7;4995.7;4909.6;4995.7,6460.0,3617.6,S
2.751,0.269321294,2067.2,4478.9,0.181,0.450340524,Y,5991.8,3275.5,5.0,A,4478.9,4909.6;4220.5;4565.0;4565.0;4565.0;4565.0;4995.7;4823.4;4565.0;4737.3;5684.8;5770.9;5684.8;5770.9;5254.1;5684.8;4134.4;4048.2;3876.0;3617.6;3703.7;3703.7;3703.7;3617.6;3617.6;4220.5;4306.6;4478.9;4651.2;4651.2,5770.9,3617.6,S
2.494,0.557774702,1981.1,4478.9,0.191,0.749095839,Y,6031.8,3335.5,5.0,A,4306.6,4306.6;4220.5;4220.5;4565.0;4565.0;4565.0;4565.0;4823.4;4737.3;4565.0;5512.5;5598.6;5684.8;5684.8;5770.9;4823.4;4220.5;4048.2;3876.0;3703.7;3876.0;3703.7;3617.6;3703.7;3617.6;4134.4;4134.4;4306.6;4478.9;4565.0;4565.0;4220.5,5770.9,3617.6,S
2.349,0.86094512,1981.1,4565.0,0.184,1.044907752,Y,5895.9,3357.7,5.0,A,5684.8,4220.5;4134.4;4565.0;4565.0;4565.0;4909.6;4823.4;4565.0;4478.9;5598.6;5598.6;5684.8;5684.8;5684.8;4823.4;4220.5;4134.4;3962.1;3617.6;3789.8;3703.7;3703.7;3617.6;3617.6;4134.4;4220.5;4220.5;4392.8;4478.9;4478.9;4478.9;4220.5,5684.8,3617.6,S
2.645,1.161672739,1894.9,4478.9,0.182,1.344163671,Y,5752.2,3395.4,5.0,A,5598.6,4134.4;4048.2;4565.0;4565.0;4478.9;4909.6;4909.6;4737.3;4478.9;4392.8;5598.6;5598.6;5598.6;5598.6;5254.1;5598.6;4134.4;4134.4;3876.0;3617.6;3703.7;3789.8;3703.7;3703.7;4565.0;4134.4;4220.5;4392.8;4478.9;4478.9;4392.8,5598.6,3617.6,S
2.649,2.940033482,2067.2,4565.0,0.181,3.121052712,Y,5812.1,3475.3,5.0,A,5598.6,4220.5;4392.8;4478.9;4565.0;4565.0;4478.9;4909.6;4823.4;4737.3;4565.0;5684.8;5598.6;5598.6;5598.6;5254.1;4220.5;4048.2;4048.2;3962.1;3703.7;5684.8;3703.7;3617.6;3617.6;3617.6;4134.4;4306.6;4478.9;4651.2;4651.2,5684.8,3617.6,S
2.678,3.249090704,1981.1,4392.8,0.181,3.430109935,Y,5931.9,3535.2,5.0,A,4565.0,4048.2;4478.9;4478.9;4478.9;4478.9;3703.7;4823.4;4478.9;4565.0;5512.5;5598.6;5598.6;5684.8;5426.4;5254.1;4134.4;4134.4;3962.1;3703.7;3703.7;3703.7;3703.7;3703.7;4048.2;4048.2;4134.4;4392.8;4565.0;4565.0;4478.9,5684.8,3703.7,S
2.412,3.546374318,2067.2,4392.8,0.199,3.745053961,Y,5872.0,3415.4,5.0,A,4134.4,4048.2;4565.0;4478.9;4565.0;4478.9;4995.7;4823.4;4565.0;4478.9;5512.5;5598.6;5598.6;5684.8;5684.8;4823.4;4134.4;4134.4;3962.1;3703.7;3789.8;3703.7;3703.7;3703.7;3617.6;4134.4;4134.4;4306.6;4478.9;4478.9;4565.0;4478.9;4565.0;4478.9;4478.9,5684.8,3617.6,S
2.455,3.841230188,2067.2,4478.9,0.188,4.029607923,Y,5872.0,3475.3,5.0,A,5684.8,4134.4;4134.4;4478.9;4565.0;4478.9;4565.0;4823.4;4737.3;4478.9;5512.5;5598.6;5598.6;5598.6;5684.8;5426.4;4220.5;4134.4;3962.1;3789.8;3617.6;3617.6;3703.7;3703.7;3703.7;3617.6;4134.4;4220.5;4306.6;4478.9;4565.0;4565.0;4478.9,5684.8,3617.6,S
2.787,4.150287506,1894.9,4392.8,0.178,4.328363335,Y,5806.9,3492.3,5.0,A,4565.0,4220.5;4134.4;3962.1;4565.0;4565.0;4478.9;4565.0;4995.7;4823.4;4565.0;4565.0;5512.5;5598.6;5598.6;5684.8;5684.8;5598.6;4220.5;4134.4;4048.2;3703.7;3703.7;3703.7;3703.7;3703.7;3703.7;4134.4;4220.5;4306.6;4478.9;4478.9,5684.8,3703.7,S
2.624,6.429527212,1981.1,4565.0,0.194,6.623791752,Y,5827.2,3451.7,5.0,A,5684.8,5512.5;5684.8;5168.0;4478.9;4565.0;4565.0;4565.0;4909.6;4823.4;4651.2;4478.9;5598.6;5598.6;5684.8;5684.8;5684.8;4134.4;4048.2;3962.1;3789.8;3703.7;3703.7;3617.6;3703.7;3617.6;4220.5;4220.5;4478.9;4565.0;4565.0;4565.0;4478.9;4565.0;4565.0,5684.8,3617.6,S
2.783,6.71798062,2067.2,4565.0,0.184,6.901943252,Y,5786.6,3431.4,5.0,A,5684.8,5684.8;5684.8;5770.9;4565.0;5081.8;4565.0;5770.9;4995.7;4909.6;4737.3;4478.9;5598.6;5684.8;5684.8;5684.8;5684.8;5254.1;4134.4;4048.2;3962.1;3617.6;3703.7;3703.7;3617.6;3617.6;3617.6;4134.4;4220.5;4392.8;4478.9;4565.0,5770.9,3617.6,S
2.89,7.016750989,1981.1,4565.0,0.181,7.19777022,N,5746.0,3431.4,5.0,A,4306.6,5598.6;4134.4;5426.4;5512.5;5168.0;4478.9;5081.8;4909.6;4823.4;4565.0;4737.3;5598.6;5598.6;5598.6;5684.8;5684.8;5684.8;4220.5;4134.4;3962.1;3617.6;3789.8;3703.7;5340.2;3703.7;5340.2;4134.4;4220.5;4306.6;4478.9;4565.0,5684.8,3617.6,S
2.695,7.327279913,1981.1,4306.6,0.18,7.506827442,Y,5725.7,3431.4,5.0,A,4306.6,4220.5;4220.5;4478.9;4478.9;4565.0;4392.8;4909.6;4823.4;4651.2;4306.6;5598.6;5598.6;5598.6;5598.6;5254.1;4823.4;4134.4;4048.2;3962.1;3703.7;3617.6;3617.6;3617.6;3703.7;3617.6;4134.4;4134.4;4306.6;4478.9;4565.0;4478.9,5598.6,3617.6,S
2.914,9.501042691,1981.1,4565.0,0.159,9.659986406,Y,5827.2,3451.7,5.0,A,5684.8,4651.2;4478.9;4478.9;4823.4;4823.4;4737.3;4651.2;4565.0;5598.6;5598.6;5684.8;5684.8;5168.0;4134.4;4048.2;3962.1;3876.0;3789.8;3876.0;3617.6;3617.6;3617.6;4134.4;4220.5;4306.6;4478.9;4565.0;4651.2,5684.8,3617.6,S
2.749,9.785080996,2153.3,4565.0,0.175,9.960213422,Y,5847.5,3492.3,5.0,A,4220.5,4134.4;4651.2;4565.0;4565.0;4478.9;4995.7;4823.4;4651.2;4651.2;5598.6;5684.8;5684.8;5684.8;5684.8;5168.0;4220.5;4134.4;3962.1;3876.0;3617.6;3703.7;3703.7;3703.7;3617.6;4220.5;4220.5;4306.6;4565.0;4651.2;4478.9,5684.8,3617.6,S
2.683,10.078465164,1981.1,4565.0,0.184,10.262427797,Y,5847.5,3390.7,5.0,A,4565.0,4220.5;4565.0;4565.0;4565.0;4478.9;4565.0;4823.4;4737.3;4651.2;4565.0;5426.4;5512.5;5598.6;5684.8;5168.0;5684.8;4134.4;3962.1;3876.0;3617.6;5598.6;3703.7;3703.7;3617.6;3703.7;4220.5;4306.6;4478.9;4565.0;4565.0;4565.0,5684.8,3617.6,S
2.613,10.39193749,1981.1,4565.0,0.169,10.561183112,Y,5908.4,3411.0,5.0,A,5684.8,4565.0;4565.0;4565.0;4565.0;4909.6;4823.4;4651.2;4478.9;5598.6;5598.6;5598.6;5684.8;5168.0;4220.5;4134.4;3962.1;3876.0;3617.6;3703.7;3703.7;3789.8;3617.6;3617.6;4134.4;4220.5;4392.8;4478.9;4478.9;4565.0,5684.8,3617.6,S
2.508,10.673032392,2153.3,4478.9,0.185,10.858466726,Y,5847.5,3411.0,5.0,A,5684.8,4220.5;4134.4;4134.4;4565.0;4565.0;4565.0;4565.0;4565.0;4995.7;4823.4;4565.0;4478.9;5684.8;5684.8;5684.8;5684.8;5770.9;4823.4;4220.5;4220.5;3962.1;3703.7;3617.6;3703.7;3703.7;3617.6;3617.6;4134.4;4220.5;4392.8;4478.9;4565.0,5770.9,3617.6,S
2.948,11.002222839,2067.2,4651.2,0.182,11.18471377,Y,5867.8,3390.7,5.0,A,4220.5,5598.6;5598.6;4909.6;4565.0;4565.0;4392.8;4995.7;4909.6;4651.2;4478.9;5512.5;5598.6;5598.6;5598.6;5684.8;4823.4;4220.5;4134.4;4048.2;3876.0;4909.6;5512.5;4823.4;3617.6;3617.6;4134.4;4134.4;4220.5;4392.8;4478.9;4478.9,5684.8,3617.6,S
3.073,11.315695165,1894.9,4651.2,0.2,11.515846509,Y,5867.8,3451.7,5.0,A,5684.8,3617.6;4220.5;4220.5;4478.9;4823.4;4220.5;4565.0;4478.9;4995.7;4823.4;4651.2;4478.9;4478.9;5684.8;5684.8;5684.8;5684.8;5168.0;4220.5;4134.4;4048.2;3876.0;3617.6;3789.8;3789.8;3789.8;3617.6;4134.4;4134.4;4220.5;4392.8;4565.0;4565.0;4478.9,5684.8,3617.6,S
2.746,13.229452308,2067.2,4565.0,0.181,13.410471539,Y,5949.0,3309.5,5.0,A,5684.8,3617.6;4651.2;4565.0;4565.0;4565.0;4478.9;4995.7;4823.4;4651.2;4565.0;4823.4;5684.8;5598.6;5598.6;5684.8;4995.7;5684.8;4048.2;3962.1;3789.8;3789.8;3617.6;3617.6;3617.6;3617.6;4134.4;4220.5;4306.6;4392.8;4565.0;4651.2;4651.2,5684.8,3617.6,S
2.519,13.528207624,2067.2,4565.0,0.187,13.715113658,Y,5847.5,3451.7,5.0,A,4565.0,4134.4;4134.4;4565.0;4565.0;4565.0;4565.0;5081.8;4909.6;4737.3;4565.0;4565.0;5598.6;5598.6;5684.8;5684.8;4651.2;4220.5;4134.4;3962.1;3789.8;3617.6;3703.7;3703.7;3703.7;3531.4;4134.4;4134.4;4306.6;4478.9;4565.0;4565.0;3703.7,5684.8,3531.4,S
2.679,13.821591792,1981.1,4565.0,0.185,14.007026125,Y,5908.4,3553.2,5.0,A,4392.8,5598.6;5512.5;5512.5;4478.9;4565.0;4565.0;4478.9;4995.7;4823.4;4651.2;4478.9;5598.6;5598.6;5598.6;5684.8;5684.8;4995.7;3703.7;4048.2;3962.1;3876.0;3617.6;3703.7;3703.7;3789.8;3617.6;4134.4;4134.4;4306.6;4392.8;4478.9;4478.9,5684.8,3617.6,S
2.547,14.123290509,1981.1,4565.0,0.188,14.311668245,Y,5888.1,3492.3,5.0,A,4478.9,3531.4;3531.4;4220.5;3962.1;3617.6;4565.0;4565.0;4392.8;4995.7;4823.4;4565.0;4306.6;5512.5;5598.6;5598.6;5684.8;5684.8;4995.7;4134.4;4048.2;3876.0;3703.7;3789.8;3703.7;3703.7;3703.7;3617.6;4220.5;4220.5;4306.6;4478.9;4565.0;4478.9,5684.8,3531.4,S
2.631,14.44412134,1981.1,4478.9,0.188,14.632499076,Y,5867.8,3309.5,5.0,A,4392.8,4306.6;4306.6;4478.9;4478.9;4478.9;4478.9;4392.8;4995.7;4823.4;4651.2;4392.8;5512.5;5598.6;5512.5;5598.6;5598.6;5081.8;4306.6;4134.4;4048.2;3876.0;3617.6;3703.7;3703.7;3703.7;3617.6;4134.4;4048.2;4220.5;4306.6;4392.8;4478.9,5598.6,3617.6,S
2.552,16.10964665,1981.1,4651.2,0.175,16.284779076,Y,5867.8,3472.0,5.0,A,5684.8,4565.0;4565.0;4565.0;4565.0;4392.8;4909.6;4823.4;4651.2;4823.4;5598.6;5598.6;5598.6;5684.8;5684.8;5684.8;5598.6;3962.1;3876.0;3703.7;3617.6;3703.7;3703.7;3703.7;3617.6;4220.5;4306.6;4478.9;4651.2;4651.2;3703.7,5684.8,3617.6,S
2.588,16.399571759,2067.2,4478.9,0.181,16.580590989,Y,5827.2,3553.2,5.0,A,5684.8,4306.6;4134.4;4565.0;4565.0;4565.0;4651.2;4995.7;4823.4;4823.4;4565.0;4392.8;5512.5;5598.6;5684.8;5684.8;5684.8;5684.8;4134.4;3962.1;3876.0;3703.7;3703.7;3703.7;3703.7;3703.7;4220.5;4134.4;4220.5;4392.8;4651.2;4651.2,5684.8,3703.7,S
2.578,16.691969775,1981.1,4565.0,0.216,16.908309831,Y,5928.7,3472.0,5.0,A,5598.6,4306.6;4306.6;4220.5;4134.4;4737.3;4651.2;4565.0;4306.6;4909.6;4823.4;4651.2;4478.9;5598.6;5598.6;5598.6;5598.6;5684.8;4737.3;4220.5;4134.4;3962.1;3703.7;3789.8;3789.8;3703.7;3703.7;3703.7;4220.5;4220.5;4306.6;4478.9;4565.0;4565.0;4909.6;4565.0;4995.7;4995.7,5684.8,3703.7,S
2.521,17.009857204,2067.2,4565.0,0.2,17.210008548,Y,5786.6,3492.3,5.0,A,5598.6,4220.5;4220.5;3531.4;4565.0;4651.2;4565.0;5512.5;4909.6;4823.4;4651.2;4737.3;5512.5;5598.6;5598.6;5598.6;5598.6;4737.3;4134.4;4048.2;3789.8;3617.6;3703.7;3703.7;3703.7;3617.6;3531.4;4134.4;4220.5;4392.8;4565.0;4565.0;4565.0;4565.0;4565.0,5598.6,3531.4,S
2.794,17.331689241,2067.2,4565.0,0.191,17.523010379,Y,5827.2,3268.9,5.0,A,4565.0,3273.0;4134.4;3273.0;3273.0;4565.0;4565.0;3273.0;4909.6;4823.4;4565.0;4565.0;5598.6;5598.6;5598.6;5598.6;5598.6;4565.0;4220.5;4048.2;3876.0;3703.7;3876.0;3703.7;3703.7;3703.7;3617.6;4134.4;4134.4;4306.6;4478.9;4565.0;4565.0;4478.9,5598.6,3273.0,S
2.759,17.648104969,1981.1,4565.0,0.184,17.832067601,Y,5806.9,3390.7,5.0,A,4478.9,4220.5;4134.4;4478.9;4478.9;4478.9;4478.9;4565.0;4909.6;4737.3;4565.0;4392.8;5512.5;5512.5;5598.6;5598.6;5254.1;3445.3;4134.4;4048.2;3789.8;3617.6;3789.8;3703.7;3703.7;3789.8;3617.6;4134.4;4220.5;4392.8;4478.9;4478.9,5598.6,3445.3,S
2.726,17.971408708,2067.2,4478.9,0.187,18.158314742,Y,5786.6,3472.0,5.0,A,4565.0,4220.5;4220.5;4134.4;4048.2;4565.0;4565.0;4565.0;4478.9;4909.6;4823.4;4565.0;4478.9;4478.9;5598.6;5598.6;5684.8;5598.6;4823.4;4134.4;4048.2;3962.1;3789.8;3617.6;3703.7;3703.7;3703.7;3531.4;4048.2;4048.2;4220.5;4306.6;4220.5;4048.2,5684.8,3531.4,S
2.757,18.299598044,1808.8,4565.0,0.193,18.492390883,Y,5867.8,3370.4,5.0,A,4478.9,4134.4;4823.4;4478.9;4565.0;4478.9;4478.9;4909.6;4651.2;4651.2;4478.9;4478.9;5512.5;5512.5;5512.5;5598.6;5426.4;5598.6;4134.4;4048.2;3876.0;3703.7;3789.8;3617.6;3617.6;3703.7;3531.4;4134.4;4220.5;4392.8;4478.9;4565.0;4478.9;4565.0,5598.6,3531.4,S
2.571,18.645447793,1808.8,4478.9,0.193,18.838240632,Y,5786.6,3451.7,5.0,A,4565.0,4134.4;4134.4;4478.9;4478.9;4478.9;4478.9;4478.9;4909.6;4823.4;4565.0;4478.9;5512.5;5598.6;5598.6;5598.6;5254.1;4565.0;4134.4;3962.1;3876.0;3789.8;3962.1;3703.7;3703.7;3789.8;3531.4;4134.4;4134.4;4306.6;4478.9;4565.0;4565.0;4478.9;4392.8,5598.6,3531.4,S
2.658,20.375242304,1981.1,4478.9,0.178,20.553318132,Y,5827.2,3451.7,5.0,A,4134.4,5081.8;4134.4;4565.0;4651.2;4565.0;4478.9;4995.7;4823.4;4651.2;4565.0;5512.5;5598.6;5684.8;5684.8;5684.8;5254.1;4134.4;4048.2;3962.1;3789.8;5684.8;3617.6;3703.7;3703.7;3617.6;4134.4;4134.4;4220.5;4478.9;4565.0;4565.0,5684.8,3617.6,S
2.653,20.665167413,1894.9,4565.0,0.19,20.85501685,Y,5867.8,3431.4,5.0,A,5684.8,4220.5;4134.4;4134.4;4565.0;4565.0;4565.0;4478.9;4478.9;4909.6;4823.4;4565.0;4478.9;5598.6;5598.6;5684.8;5684.8;5340.2;4220.5;4134.4;4048.2;3876.0;3703.7;3789.8;3617.6;3703.7;3703.7;4306.6;4134.4;4220.5;4392.8;4651.2;4565.0;4478.9,5684.8,3617.6,S
2.53,20.970810739,1894.9,4478.9,0.196,21.16654698,Y,5847.5,3329.8,5.0,A,4478.9,4048.2;4478.9;4565.0;4478.9;4478.9;4478.9;4823.4;4823.4;4565.0;4478.9;5512.5;5598.6;5598.6;5598.6;5340.2;4478.9;4220.5;4134.4;4048.2;3789.8;3789.8;3789.8;3789.8;3789.8;3531.4;4134.4;4134.4;4392.8;4478.9;4478.9;4478.9;4392.8;4478.9;4478.9,5598.6,3531.4,S
2.454,21.253377342,1981.1,4478.9,0.2,21.453528686,Y,5867.8,3350.1,5.0,A,4478.9,5598.6;5512.5;5426.4;4220.5;4134.4;4651.2;4651.2;4565.0;4478.9;4995.7;4909.6;4565.0;4478.9;5598.6;5598.6;5598.6;5684.8;5598.6;4478.9;4478.9;4048.2;3962.1;3703.7;3962.1;3703.7;3703.7;3789.8;3531.4;4134.4;4134.4;4392.8;4478.9;4565.0;4565.0,5684.8,3531.4,S
2.555,21.572736472,1894.9,4565.0,0.215,21.787604827,Y,5867.8,3309.5,5.0,A,5598.6,4392.8;4392.8;4134.4;4048.2;4478.9;4565.0;4565.0;4478.9;4995.7;4909.6;4651.2;4478.9;4565.0;5598.6;5598.6;5598.6;5598.6;4823.4;4220.5;4048.2;3962.1;3789.8;3703.7;3703.7;3703.7;3703.7;3531.4;4048.2;4134.4;4306.6;4478.9;4565.0;4565.0;4565.0;4392.8;4565.0;4478.9,5598.6,3531.4,S
2.772,25.527317846,2067.2,5168.0,0.163,25.690676664,Y,5949.0,3492.3,5.0,A,5770.9,4651.2;4565.0;5254.1;4995.7;4823.4;4823.4;4565.0;5857.0;5770.9;5770.9;5770.9;5770.9;4392.8;4306.6;4134.4;4048.2;3789.8;3789.8;3789.8;3703.7;3617.6;4909.6;4220.5;4220.5;4478.9;4651.2;4651.2;4651.2,5857.0,3617.6,S
2.675,25.789280635,2067.2,4651.2,0.191,25.980601772,Y,5969.3,3431.4,5.0,A,4565.0,4478.9;4392.8;4220.5;4651.2;4651.2;4651.2;4651.2;4651.2;4995.7;4823.4;4823.4;4565.0;4737.3;5857.0;5770.9;5770.9;5770.9;5340.2;4306.6;4134.4;4048.2;3789.8;3789.8;3789.8;3703.7;3703.7;3617.6;4220.5;4220.5;4478.9;4565.0;4651.2;4651.2,5857.0,3617.6,S
2.518,26.096866156,2067.2,4651.2,0.181,26.277885386,Y,5989.6,3472.0,5.0,A,5770.9,4220.5;4220.5;4565.0;4651.2;4565.0;4565.0;4995.7;4823.4;4823.4;4565.0;5684.8;5684.8;5770.9;5770.9;5770.9;5340.2;4306.6;4220.5;4134.4;3876.0;3789.8;3789.8;3789.8;3789.8;3617.6;4134.4;4134.4;4306.6;4478.9;4565.0;4565.0,5770.9,3617.6,S
2.418,28.870126923,1981.1,4651.2,0.169,29.039372545,Y,5908.4,3431.4,5.0,A,5770.9,4651.2;4651.2;4565.0;4565.0;5081.8;4909.6;4823.4;4565.0;5598.6;5770.9;5684.8;5770.9;5770.9;4823.4;4220.5;4134.4;4048.2;3789.8;3617.6;3789.8;3789.8;3789.8;3617.6;4220.5;4306.6;4478.9;4565.0;4651.2;4651.2,5770.9,3617.6,S
2.399,29.152693527,2067.2,4565.0,0.188,29.341071263,Y,5928.7,3329.8,5.0,A,4565.0,4220.5;4220.5;4565.0;4651.2;4565.0;4565.0;4995.7;4823.4;4651.2;4651.2;4651.2;5684.8;5684.8;5684.8;5684.8;5426.4;4306.6;4134.4;4048.2;3876.0;3703.7;3789.8;3703.7;3703.7;3703.7;4220.5;4220.5;4306.6;4478.9;4565.0;4565.0;4565.0,5684.8,3703.7,S
2.496,29.447048793,1981.1,4565.0,0.188,29.635426529,Y,5827.2,3350.1,5.0,A,4565.0,4392.8;4306.6;4134.4;4134.4;4565.0;4565.0;4651.2;4565.0;5081.8;4909.6;4737.3;4565.0;5512.5;5684.8;5684.8;5684.8;5598.6;4823.4;4220.5;4134.4;3962.1;3789.8;3617.6;3703.7;3703.7;3703.7;3617.6;4134.4;4134.4;4306.6;4478.9;4565.0;4565.0,5684.8,3617.6,S
2.638,29.751690912,2067.2,4478.9,0.181,29.932710143,Y,5888.1,3411.0,5.0,A,4565.0,4134.4;4134.4;4565.0;4565.0;4565.0;4565.0;4565.0;4995.7;4823.4;4565.0;4478.9;5684.8;5684.8;5684.8;5684.8;5684.8;4306.6;4134.4;4048.2;3876.0;3703.7;3789.8;3703.7;3789.8;3703.7;3789.8;4220.5;4306.6;4392.8;4565.0;4565.0,5684.8,3703.7,S
2.685,32.247771277,1894.9,4565.0,0.182,32.430262209,Y,5928.7,3431.4,5.0,A,5684.8,4478.9;4565.0;4565.0;4565.0;4995.7;4823.4;4565.0;4565.0;4565.0;5598.6;5684.8;5684.8;5770.9;5684.8;4134.4;4048.2;3876.0;3876.0;5684.8;3617.6;3703.7;3617.6;4134.4;4134.4;4306.6;4478.9;4565.0;4565.0;4565.0;4565.0,5770.9,3617.6,S
2.783,32.549469995,2067.2,4478.9,0.171,32.720187317,Y,5867.8,3350.1,5.0,A,5684.8,4651.2;4651.2;4565.0;4565.0;4909.6;4823.4;4565.0;4565.0;5598.6;5684.8;5684.8;5684.8;5684.8;4909.6;4134.4;4048.2;3962.1;3617.6;3789.8;3703.7;3703.7;3531.4;3617.6;4134.4;4306.6;4392.8;4478.9;4478.9,5684.8,3531.4,S
2.787,32.861470619,1894.9,4737.3,0.171,33.032187942,Y,5888.1,3289.2,5.0,A,5684.8,4565.0;4565.0;4565.0;4995.7;4823.4;4565.0;4565.0;5598.6;5598.6;5684.8;5684.8;5684.8;4565.0;5684.8;4048.2;3962.1;3617.6;3617.6;3703.7;3617.6;3531.4;3531.4;4220.5;4306.6;4392.8;4478.9;4565.0;4565.0;3789.8,5684.8,3531.4,S
2.72,33.155825885,1981.1,4478.9,0.193,33.348618724,Y,5827.2,3350.1,5.0,A,4565.0,4134.4;4048.2;4565.0;4565.0;4565.0;4565.0;4909.6;4737.3;4478.9;4909.6;5684.8;5598.6;5598.6;5684.8;5684.8;5684.8;4134.4;4048.2;3962.1;3617.6;3703.7;3703.7;3703.7;3789.8;3531.4;4134.4;4220.5;4392.8;4565.0;4565.0;4565.0;4048.2,5684.8,3531.4,S
2.473,33.491373727,1981.1,4565.0,0.187,33.678279762,Y,5888.1,3309.5,5.0,A,4565.0,4048.2;4478.9;4565.0;4565.0;4478.9;4995.7;4909.6;4737.3;4478.9;4565.0;5598.6;5598.6;5598.6;5684.8;5081.8;4306.6;4134.4;4048.2;3876.0;3617.6;3703.7;3703.7;3703.7;3617.6;3531.4;4134.4;4306.6;4392.8;4565.0;4565.0;4478.9,5684.8,3531.4,S
2.734,33.838710231,1894.9,4565.0,0.199,34.037389874,Y,5928.7,3248.6,5.0,A,5598.6,4134.4;4134.4;4478.9;4565.0;4565.0;4565.0;4909.6;4823.4;4565.0;4565.0;5512.5;5512.5;5598.6;5598.6;5684.8;4909.6;4220.5;4134.4;3962.1;3617.6;3876.0;3703.7;3703.7;3703.7;3531.4;4048.2;4134.4;4306.6;4392.8;4478.9;4306.6;4134.4;4048.2,5684.8,3531.4,S
2.526,38.46587414,2067.2,4392.8,0.181,38.64689337,Y,5806.9,3370.4,5.0,A,4220.5,4220.5;4220.5;4565.0;4651.2;4565.0;4565.0;4995.7;4909.6;4651.2;4565.0;5512.5;5684.8;5684.8;5684.8;5598.6;5684.8;4134.4;3962.1;3876.0;3617.6;3876.0;3617.6;3617.6;3617.6;3617.6;4220.5;4306.6;4392.8;4478.9;4392.8,5684.8,3617.6,S
