AE,BT,BW,CF,DT,ET,GL,HF,LF,NT,P,PF,PFC,PFCM,PFCm,SC
3.62,35.124446272,2928.5,4048.2,0.246,35.370827682,Y,6518.9,2755.4,1.0,J,3789.8,3445.3;3789.8;4392.8;3186.9;3186.9;2756.2;3100.8;2756.2;5340.2;5512.5;5857.0;6029.3;2928.5;3100.8;3359.2;3617.6;3703.7;3962.1;4048.2;6115.4;5512.5;4306.6;4478.9;3359.2;4048.2;4048.2;5340.2;6373.8;6201.6;5770.9;5426.4;5168.0;4909.6;4306.6;3789.8;3359.2;2928.5;3014.6;3789.8;4306.6;4478.9;4823.4,6373.8,2756.2,S
3.844,35.573852009,3100.8,4392.8,0.244,35.817793999,Y,6888.6,2688.2,1.0,J,3962.1,3703.7;4134.4;4392.8;6373.8;2842.4;5512.5;5340.2;5254.1;5426.4;5684.8;5943.2;6201.6;5168.0;5254.1;3531.4;3789.8;4048.2;4478.9;6460.0;5598.6;5340.2;3789.8;5684.8;4048.2;4048.2;5426.4;6546.1;6460.0;5943.2;5684.8;5254.1;4995.7;4392.8;3962.1;3445.3;3014.6;4909.6;3703.7;4048.2;4392.8;3359.2,6546.1,2842.4,S
3.336,36.028513974,3445.3,4306.6,0.246,36.274895384,Y,6821.4,2755.4,1.0,J,3789.8,3531.4;3876.0;4392.8;4651.2;3445.3;6804.5;6287.7;5081.8;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;2756.2;6029.3;5426.4;2756.2;2756.2;2756.2;4134.4;5426.4;5340.2;6546.1;6460.0;5770.9;5426.4;5254.1;4995.7;4306.6;3789.8;3445.3;2756.2;3876.0;3876.0;4306.6;4565.0,6804.5,2756.2,S
3.494,36.498843474,2928.5,4392.8,0.248,36.746444594,Y,6720.6,2889.8,1.0,J,4220.5,3531.4;3531.4;4306.6;4651.2;3359.2;3703.7;4909.6;5168.0;5426.4;5598.6;5857.0;6115.4;6287.7;5254.1;3531.4;3703.7;3962.1;4220.5;6546.1;5943.2;5426.4;3876.0;4306.6;3531.4;4134.4;5426.4;5684.8;6546.1;6287.7;5770.9;5426.4;5168.0;4565.0;4220.5;3617.6;3273.0;3359.2;3876.0;3617.6;4392.8;4565.0;4737.3,6546.1,3273.0,S
3.552,36.959792684,3014.6,4478.9,0.254,37.213492353,Y,6955.8,2822.6,1.0,J,3703.7,3359.2;3703.7;4048.2;4565.0;4478.9;2842.4;6287.7;3100.8;5254.1;5426.4;5684.8;5943.2;6115.4;6287.7;4048.2;3445.3;3703.7;3962.1;4134.4;6373.8;5770.9;5426.4;3703.7;5943.2;3703.7;4048.2;5512.5;6373.8;6373.8;6115.4;5770.9;5340.2;5081.8;4565.0;4134.4;3703.7;3100.8;4478.9;3617.6;4048.2;4478.9;4565.0;4737.3,6373.8,2842.4,S
3.788,42.255765797,3100.8,4220.5,0.243,42.498488077,Y,6653.4,2856.2,1.0,J,3962.1,3703.7;3876.0;4392.8;4134.4;3445.3;3186.9;3273.0;5340.2;5598.6;5770.9;6029.3;6115.4;3273.0;3273.0;3186.9;3789.8;3014.6;3445.3;6115.4;5598.6;3962.1;3273.0;3186.9;4134.4;5598.6;5857.0;6287.7;6287.7;5770.9;5254.1;5081.8;4306.6;3962.1;3531.4;3100.8;4048.2;3359.2;4134.4;4392.8;4651.2;4478.9,6287.7,3014.6,S
3.958,42.685568631,3100.8,4478.9,0.237,42.922192361,Y,6754.2,2856.2,1.0,J,3876.0,3789.8;3789.8;4478.9;3014.6;3273.0;3445.3;5254.1;5340.2;5598.6;5857.0;5943.2;5684.8;4737.3;3273.0;3703.7;3789.8;4134.4;6632.2;6029.3;5340.2;3876.0;6287.7;3789.8;4134.4;5340.2;6373.8;6373.8;6115.4;5598.6;6287.7;4909.6;4651.2;3876.0;3445.3;3014.6;4392.8;4220.5;4134.4;4651.2;4737.3,6632.2,3014.6,S
3.845,43.125028023,3359.2,4220.5,0.248,43.372629142,Y,6754.2,2789.0,1.0,J,3531.4,3531.4;3962.1;3962.1;2842.4;4909.6;4995.7;5168.0;5254.1;5426.4;5684.8;5943.2;6115.4;6373.8;3359.2;3445.3;3703.7;3876.0;3876.0;6460.0;5770.9;5340.2;3703.7;3703.7;3876.0;4048.2;5340.2;6460.0;6460.0;5943.2;5598.6;5168.0;4909.6;4478.9;3876.0;3531.4;3531.4;3703.7;3876.0;4048.2;4478.9;4823.4;4909.6,6460.0,2842.4,S
3.719,43.57670056,3617.6,4478.9,0.242,43.81820313,Y,6989.4,2688.2,1.0,J,3100.8,3014.6;3962.1;4478.9;3445.3;6287.7;6373.8;6460.0;6632.2;6718.4;6804.5;6115.4;6201.6;4306.6;2756.2;2842.4;3100.8;3273.0;3531.4;5943.2;5426.4;4823.4;5512.5;3100.8;4134.4;5426.4;6546.1;6546.1;6373.8;5770.9;5340.2;5168.0;4823.4;3962.1;3531.4;3100.8;4478.9;4306.6;4048.2;4478.9;4823.4;4909.6,6804.5,2756.2,S
3.771,44.018511799,3186.9,4651.2,0.25,44.268552339,Y,7023.0,2688.2,1.0,J,4651.2,3703.7;3531.4;3962.1;6029.3;5770.9;5340.2;4909.6;4478.9;4306.6;3876.0;5943.2;6201.6;3273.0;3359.2;3445.3;3789.8;3014.6;6890.6;6373.8;5684.8;5254.1;3876.0;4220.5;4048.2;3962.1;5340.2;6460.0;6373.8;5943.2;5684.8;5254.1;4995.7;4478.9;3876.0;3186.9;2928.5;3273.0;3617.6;4478.9;4651.2;4909.6;5081.8,6890.6,2928.5,S
3.731,44.45872594,3186.9,4651.2,0.256,44.714865029,Y,6955.8,2755.4,1.0,J,3617.6,3531.4;3876.0;4220.5;6373.8;6029.3;5770.9;5426.4;5081.8;4737.3;4478.9;4048.2;6115.4;6287.7;6460.0;3445.3;3703.7;3876.0;4048.2;6632.2;5943.2;5340.2;3876.0;4306.6;3531.4;4134.4;5426.4;6546.1;6546.1;6373.8;5857.0;5340.2;5081.8;4651.2;4048.2;3617.6;3100.8;2928.5;4565.0;3359.2;4478.9;4737.3;4909.6;3962.1,6632.2,2928.5,S
3.704,44.900436056,3014.6,4478.9,0.254,45.154135726,Y,6989.4,2789.0,1.0,J,3617.6,3359.2;3703.7;3962.1;4478.9;6201.6;5943.2;5684.8;5254.1;4823.4;4565.0;4220.5;3876.0;4392.8;4134.4;3359.2;3617.6;3789.8;4048.2;6890.6;6373.8;5512.5;4220.5;3014.6;3014.6;4048.2;5340.2;6460.0;6546.1;6287.7;5943.2;5254.1;5168.0;4565.0;4048.2;3617.6;3100.8;2928.5;3876.0;3876.0;4478.9;4651.2;4909.6;5081.8,6890.6,2928.5,S
3.652,45.33755715,3186.9,4392.8,0.25,45.587597689,Y,6955.8,2789.0,1.0,J,3876.0,3531.4;3876.0;4565.0;5598.6;4737.3;4995.7;4909.6;5254.1;5426.4;5684.8;5857.0;6115.4;6373.8;3359.2;3531.4;3789.8;3962.1;6804.5;6460.0;5512.5;4823.4;3876.0;5512.5;4048.2;4134.4;5426.4;6546.1;6460.0;6546.1;5598.6;5340.2;4909.6;4478.9;3876.0;3445.3;2928.5;3703.7;3703.7;4306.6;4565.0;4823.4;4909.6,6804.5,2928.5,S
3.895,45.778236251,3617.6,4478.9,0.252,46.03071621,Y,6989.4,2755.4,1.0,J,3703.7,3789.8;4392.8;4737.3;3789.8;3962.1;3876.0;3703.7;2928.5;2842.4;3617.6;3789.8;6287.7;2842.4;4823.4;3703.7;4565.0;4392.8;6804.5;6287.7;5426.4;6718.4;6718.4;2842.4;3876.0;5770.9;5426.4;6546.1;6287.7;5254.1;4995.7;5081.8;4651.2;4048.2;3703.7;3100.8;2842.4;3531.4;3962.1;4478.9;4651.2;4909.6;4995.7,6804.5,2842.4,S
3.644,46.228396765,3186.9,4737.3,0.246,46.474778175,Y,7191.0,2822.6,1.0,J,4909.6,3876.0;4651.2;5254.1;4995.7;4823.4;4651.2;4823.4;4478.9;4220.5;3789.8;6115.4;6373.8;6632.2;3445.3;3703.7;3876.0;4048.2;6546.1;6115.4;5168.0;3789.8;6115.4;3703.7;4048.2;5340.2;6546.1;6546.1;6287.7;6115.4;5340.2;5081.8;4651.2;3962.1;3531.4;3100.8;4392.8;4220.5;4048.2;4478.9;4737.3;4909.6;4995.7,6632.2,3100.8,S
3.692,46.67001931,3100.8,4823.4,0.254,46.923718979,Y,7090.2,2856.2,1.0,J,4565.0,3531.4;3531.4;3789.8;3876.0;3703.7;3617.6;4565.0;3617.6;3531.4;3531.4;4565.0;4392.8;5684.8;5426.4;5168.0;4995.7;4651.2;4392.8;6460.0;5943.2;4909.6;3962.1;4048.2;3445.3;4134.4;5598.6;6546.1;6460.0;6201.6;5254.1;4995.7;4909.6;4651.2;4134.4;3445.3;2928.5;4048.2;3789.8;4134.4;4565.0;4823.4;4995.7;4909.6,6546.1,2928.5,S
3.473,47.117827977,3359.2,4651.2,0.254,47.371527646,Y,6955.8,2923.4,1.0,J,4565.0,3789.8;3962.1;4651.2;3186.9;3359.2;3617.6;3789.8;3962.1;3273.0;5770.9;6029.3;6201.6;6373.8;4565.0;3100.8;4651.2;3273.0;3186.9;6373.8;5943.2;4909.6;4134.4;2928.5;4134.4;4134.4;5943.2;6546.1;6546.1;6115.4;2928.5;5168.0;4909.6;4478.9;4048.2;3359.2;2928.5;2928.5;2928.5;4392.8;4565.0;4823.4;4995.7;4995.7,6546.1,2928.5,S
3.787,47.564140667,3186.9,4651.2,0.251,47.815400916,Y,6922.2,2654.6,1.0,J,4478.9,3703.7;4134.4;4565.0;4651.2;4823.4;4909.6;4392.8;3273.0;5512.5;5684.8;6115.4;6115.4;6201.6;6718.4;3445.3;2670.1;3876.0;4134.4;6460.0;6029.3;4737.3;3789.8;4565.0;3445.3;3876.0;5943.2;6546.1;6460.0;6287.7;5857.0;6373.8;4995.7;4651.2;4134.4;3531.4;3014.6;2670.1;3789.8;4220.5;4478.9;4737.3;4995.7,6718.4,2670.1,S
3.507,48.094424649,3186.9,4651.2,0.254,48.348124318,Y,6955.8,2654.6,1.0,J,4392.8,3531.4;3531.4;4737.3;4651.2;4737.3;4909.6;6460.0;6546.1;6718.4;6718.4;5857.0;6115.4;4220.5;4478.9;4565.0;4737.3;4823.4;4823.4;6287.7;5770.9;4823.4;3876.0;5081.8;4048.2;3962.1;5684.8;6546.1;6373.8;5857.0;6546.1;6460.0;4909.6;4392.8;3876.0;3445.3;3100.8;3962.1;3014.6;4392.8;4565.0;4823.4;4909.6,6718.4,3014.6,S
3.9,48.557435889,3273.0,4478.9,0.239,48.796499039,Y,6787.8,2889.8,1.0,J,4565.0,3445.3;3703.7;3100.8;4737.3;3100.8;3100.8;3273.0;5340.2;5512.5;5770.9;6029.3;6201.6;6287.7;6115.4;3531.4;6460.0;6201.6;2928.5;6287.7;5770.9;4823.4;6546.1;6373.8;4048.2;3703.7;5512.5;6546.1;6546.1;3445.3;3703.7;3962.1;4909.6;4565.0;3789.8;3273.0;2928.5;4737.3;3014.6;4134.4;4565.0,6546.1,2928.5,S
3.822,49.011255533,3014.6,4220.5,0.248,49.258856653,Y,6687.0,2822.6,1.0,J,4134.4,3617.6;3617.6;3876.0;3962.1;4048.2;2842.4;2842.4;3014.6;3186.9;3531.4;3617.6;3876.0;3703.7;3186.9;3876.0;3617.6;4220.5;4134.4;6373.8;5770.9;4565.0;4134.4;4823.4;4048.2;4134.4;5512.5;6460.0;6460.0;6373.8;4220.5;6546.1;5081.8;4651.2;4134.4;3531.4;3100.8;4565.0;4220.5;4048.2;4048.2;4565.0;4737.3,6546.1,2842.4,S
3.627,51.38495905,2842.4,4909.6,0.212,51.597188581,Y,6855.0,2587.4,1.0,J,5426.4,4306.6;4478.9;4651.2;4823.4;4737.3;4823.4;4909.6;5770.9;6718.4;6029.3;5684.8;5426.4;5254.1;4995.7;4737.3;4478.9;5512.5;5426.4;6460.0;6201.6;5943.2;5340.2;5081.8;4823.4;4306.6;3703.7;3186.9;4478.9;4565.0;3789.8;4478.9;4737.3;4909.6;4909.6;4478.9;4565.0,6718.4,3186.9,S
3.787,51.773655555,2928.5,4823.4,0.248,52.021256675,Y,7291.8,2755.4,1.0,J,4737.3,3445.3;3445.3;3876.0;4134.4;4737.3;4048.2;4995.7;5168.0;5340.2;5598.6;5857.0;6115.4;6201.6;4220.5;4048.2;3703.7;3876.0;3531.4;6976.8;6029.3;5340.2;4651.2;5340.2;3445.3;3876.0;5340.2;5598.6;6546.1;6201.6;5684.8;5340.2;5081.8;4737.3;4048.2;3617.6;3100.8;4220.5;3962.1;3789.8;4478.9;4737.3;4909.6,6976.8,3100.8,S
3.755,52.215743032,2756.2,4909.6,0.255,52.470662411,Y,7258.2,2822.6,1.0,J,4909.6,3531.4;3876.0;3789.8;4651.2;4737.3;5081.8;5081.8;3962.1;5426.4;5598.6;5770.9;6029.3;4478.9;3445.3;2928.5;3617.6;3876.0;6201.6;6976.8;6029.3;5512.5;4909.6;3876.0;3273.0;4048.2;5512.5;5426.4;6460.0;6460.0;5943.2;5426.4;5168.0;4909.6;4048.2;3876.0;3273.0;3359.2;3789.8;3617.6;4392.8;4737.3;4909.6;4909.6,6976.8,2928.5,S
3.877,52.650889638,2928.5,4823.4,0.256,52.907028727,Y,7325.4,2688.2,1.0,J,4909.6,3359.2;3703.7;3876.0;4565.0;3876.0;5254.1;4306.6;4048.2;5254.1;3789.8;5684.8;5943.2;3789.8;2928.5;3273.0;3531.4;3789.8;3876.0;7149.0;6201.6;5770.9;5168.0;3789.8;3273.0;3789.8;3789.8;5512.5;6546.1;6546.1;6201.6;5684.8;5254.1;4995.7;4737.3;3962.1;3531.4;3100.8;6890.6;3703.7;3962.1;4565.0;4823.4;4909.6;4909.6,7149.0,2928.5,S
4.055,53.103402029,3617.6,4651.2,0.252,53.355881988,Y,7023.0,2150.6,1.0,J,4909.6,4995.7;4651.2;4478.9;4651.2;4823.4;4995.7;5081.8;5254.1;5512.5;5770.9;6029.3;6201.6;6287.7;6373.8;3531.4;3789.8;3876.0;6976.8;6287.7;5857.0;5254.1;3962.1;4048.2;3445.3;3876.0;5426.4;6546.1;6546.1;6287.7;5770.9;5254.1;4995.7;4737.3;3962.1;3445.3;3359.2;2928.5;2670.1;2670.1;2670.1;4909.6;5081.8;5081.8,6976.8,2670.1,S
3.925,53.552430405,3273.0,4823.4,0.244,53.796372395,Y,6888.6,2520.2,1.0,J,4909.6,3273.0;3273.0;3273.0;3273.0;3186.9;5168.0;3273.0;3273.0;3186.9;6373.8;3186.9;3273.0;3273.0;3273.0;3273.0;3273.0;3962.1;6287.7;5512.5;5081.8;3876.0;4995.7;4909.6;3789.8;5426.4;6546.1;6546.1;6718.4;5426.4;5168.0;4909.6;4392.8;3962.1;3531.4;4565.0;4823.4;4134.4;4478.9;4737.3;4909.6;4995.7,6718.4,3186.9,S
4.022,54.014221936,3186.9,4823.4,0.227,54.241087986,Y,6787.8,2621.0,1.0,J,4995.7,6546.1;6632.2;4048.2;3962.1;5512.5;5684.8;5943.2;4651.2;4737.3;4823.4;2756.2;4823.4;4737.3;5340.2;6546.1;5598.6;5081.8;3703.7;3100.8;3531.4;4048.2;5340.2;6546.1;6546.1;6029.3;5598.6;5254.1;4995.7;4737.3;3789.8;3531.4;3014.6;4995.7;3962.1;4392.8;4565.0;4909.6;4995.7,6632.2,2756.2,S
3.817,54.433512312,3186.9,4823.4,0.255,54.688431692,Y,6754.2,2654.6,1.0,J,4823.4,3703.7;5081.8;3703.7;5081.8;4651.2;4134.4;4134.4;3617.6;3703.7;5598.6;6718.4;6460.0;6201.6;4478.9;3445.3;3617.6;6718.4;6460.0;6632.2;5684.8;5254.1;4478.9;2842.4;3789.8;3876.0;5426.4;5512.5;6460.0;4048.2;5598.6;5340.2;5081.8;4823.4;4392.8;3531.4;3100.8;2756.2;2756.2;2928.5;4478.9;4823.4;4995.7,6718.4,2756.2,S
3.492,54.881145863,3186.9,4909.6,0.256,55.137284953,Y,7191.0,2688.2,1.0,J,5081.8,3789.8;3789.8;4048.2;4651.2;4737.3;4909.6;4995.7;5254.1;5426.4;5598.6;5943.2;4823.4;4737.3;3359.2;3445.3;3703.7;3962.1;6890.6;6373.8;5684.8;5081.8;4478.9;3014.6;3531.4;4048.2;5340.2;6460.0;6460.0;6287.7;5684.8;5254.1;4995.7;4823.4;4048.2;3617.6;3100.8;3186.9;3186.9;3703.7;4478.9;4823.4;4995.7;5081.8,6890.6,3014.6,S
3.73,55.547835115,3100.8,4565.0,0.256,55.803974204,Y,7157.4,2621.0,1.0,J,3962.1,3186.9;3186.9;3876.0;4651.2;3359.2;3100.8;4909.6;5081.8;3100.8;5426.4;5598.6;5770.9;6115.4;6201.6;5598.6;5340.2;5168.0;4909.6;3445.3;6373.8;5857.0;5254.1;3962.1;5081.8;3445.3;3876.0;5340.2;6373.8;6460.0;6201.6;5684.8;5254.1;4995.7;4565.0;3962.1;3445.3;3014.6;2670.1;3962.1;3962.1;4478.9;4823.4;4995.7;5081.8,6460.0,2670.1,S
3.684,56.024829248,3186.9,4995.7,0.261,56.285847177,Y,7123.8,2587.4,1.0,J,4995.7,4392.8;3876.0;3876.0;3531.4;4737.3;4909.6;4995.7;5168.0;5426.4;5598.6;5857.0;6029.3;6029.3;6460.0;3531.4;3445.3;3445.3;3359.2;5168.0;4995.7;5598.6;4995.7;3876.0;2756.2;4048.2;5512.5;5254.1;6546.1;6460.0;5943.2;5512.5;5254.1;4995.7;4737.3;3876.0;3273.0;3100.8;3014.6;3876.0;4220.5;4478.9;4823.4;5081.8;4909.6,6546.1,2756.2,S
3.707,57.614171696,2497.9,4306.6,0.246,57.860553105,Y,6586.2,2789.0,1.0,J,3703.7,3531.4;3531.4;3703.7;3703.7;3617.6;3617.6;5081.8;3703.7;3703.7;3617.6;3617.6;3876.0;3703.7;3617.6;3531.4;3876.0;3359.2;3531.4;6115.4;5598.6;4995.7;3531.4;3186.9;3617.6;3703.7;5168.0;6460.0;6460.0;5943.2;5340.2;5081.8;4737.3;4478.9;3703.7;3186.9;3100.8;4134.4;3703.7;3703.7;4565.0;4909.6;4909.6,6460.0,3100.8,S
3.84,58.045949017,3014.6,4651.2,0.251,58.297209267,Y,6687.0,2654.6,1.0,J,4823.4,3359.2;3445.3;3876.0;3359.2;4823.4;4909.6;4220.5;5254.1;4565.0;4565.0;4478.9;6201.6;6029.3;5857.0;3876.0;3703.7;3445.3;4909.6;4565.0;5684.8;4995.7;3789.8;6546.1;3876.0;6373.8;5168.0;3273.0;6287.7;5857.0;5598.6;5081.8;4909.6;4392.8;3789.8;3359.2;2842.4;4909.6;4651.2;4220.5;4478.9;4823.4;4909.6,6546.1,2842.4,S
3.712,58.492537974,3273.0,4651.2,0.251,58.743798223,Y,6653.4,2621.0,1.0,J,4565.0,3445.3;3789.8;4220.5;3359.2;4909.6;2670.1;2756.2;2756.2;2756.2;2670.1;6029.3;5598.6;5684.8;5684.8;3617.6;3789.8;4048.2;2670.1;5943.2;5426.4;4737.3;4220.5;3186.9;4048.2;5512.5;5340.2;6373.8;6287.7;5857.0;5340.2;5081.8;4823.4;4134.4;3876.0;3273.0;3445.3;4048.2;3617.6;4392.8;4565.0;4823.4;4909.6,6373.8,2670.1,S
3.705,58.938951815,3273.0,4478.9,0.254,59.192651484,Y,6720.6,2688.2,1.0,J,3876.0,3617.6;3617.6;3962.1;4737.3;4737.3;4909.6;5081.8;5168.0;5426.4;5684.8;5857.0;6115.4;4220.5;4048.2;3445.3;3789.8;3789.8;3876.0;6460.0;5770.9;5168.0;4134.4;4048.2;3876.0;3876.0;5684.8;6460.0;6460.0;3359.2;5168.0;5168.0;4995.7;4392.8;3876.0;3273.0;3100.8;3100.8;3876.0;4306.6;4565.0;4909.6;4995.7,6460.0,3100.8,S
3.5,59.386848025,3014.6,5426.4,0.25,59.636888564,Y,6821.4,2822.6,1.0,J,6460.0,3703.7;3703.7;4392.8;4737.3;3445.3;3359.2;5168.0;5340.2;5512.5;5770.9;6029.3;6201.6;6373.8;3445.3;3531.4;3876.0;4048.2;6632.2;6115.4;5512.5;4737.3;4220.5;3014.6;3876.0;5340.2;5340.2;6460.0;6287.7;5857.0;5426.4;5081.8;4823.4;4306.6;3703.7;3186.9;3100.8;3186.9;3445.3;4306.6;4565.0;4823.4;4823.4,6632.2,3014.6,S
3.601,59.829602736,3100.8,4909.6,0.253,60.08278279,Y,7191.0,2688.2,1.0,J,5426.4,3531.4;3531.4;4565.0;4651.2;4737.3;3531.4;4995.7;5168.0;5340.2;5598.6;5857.0;3531.4;3359.2;3273.0;3186.9;3617.6;3359.2;3359.2;6632.2;5943.2;5426.4;5168.0;3789.8;3359.2;3789.8;5254.1;5340.2;6460.0;6287.7;5857.0;5340.2;5081.8;4909.6;4134.4;3703.7;3359.2;2928.5;3703.7;3703.7;4478.9;4565.0;4823.4;4909.6,6632.2,2928.5,S
3.59,64.556408683,3186.9,4995.7,0.254,64.810108352,Y,7325.4,2520.2,1.0,J,5081.8,3617.6;3962.1;4565.0;4651.2;3445.3;3445.3;3359.2;5254.1;5426.4;5684.8;3273.0;6115.4;6287.7;6460.0;3617.6;3703.7;3876.0;3445.3;6804.5;5770.9;5168.0;3876.0;3100.8;3445.3;4134.4;5512.5;6546.1;6546.1;6201.6;5598.6;5340.2;5081.8;4651.2;3962.1;3531.4;3186.9;2670.1;3273.0;4392.8;4651.2;4909.6;4995.7;5081.8,6804.5,2670.1,S
3.772,64.979445733,3359.2,4651.2,0.25,65.229486272,Y,7023.0,2621.0,1.0,J,3703.7,3359.2;3617.6;4134.4;4651.2;6718.4;3445.3;3359.2;5081.8;5340.2;5512.5;5770.9;6029.3;6201.6;4134.4;3186.9;3617.6;3359.2;3359.2;3359.2;6287.7;5770.9;5168.0;3273.0;3186.9;3445.3;3359.2;5340.2;6546.1;6373.8;6201.6;5512.5;5254.1;4823.4;4392.8;3703.7;3273.0;2842.4;3359.2;4048.2;4478.9;4737.3;4909.6,6718.4,2842.4,S
3.625,65.417321605,3273.0,4823.4,0.256,65.673460694,Y,6922.2,2923.4,1.0,J,6546.1,3617.6;3876.0;3359.2;3273.0;3273.0;3531.4;3273.0;5254.1;3445.3;3359.2;5857.0;6115.4;6287.7;3273.0;3273.0;3789.8;3876.0;3359.2;6546.1;5857.0;5426.4;5254.1;5512.5;3789.8;4995.7;5426.4;6546.1;6546.1;6201.6;5770.9;5340.2;5081.8;4651.2;4134.4;3703.7;3014.6;3531.4;3273.0;4134.4;4565.0;4737.3;4995.7;3531.4,6546.1,3014.6,S
3.694,65.868876916,3445.3,4478.9,0.252,66.121356875,Y,7123.8,2721.8,1.0,J,6632.2,3531.4;3789.8;3789.8;3617.6;4737.3;3876.0;3359.2;3273.0;3273.0;3359.2;5770.9;6029.3;3273.0;3186.9;3273.0;3617.6;3876.0;3359.2;6718.4;6115.4;5512.5;3962.1;5254.1;3445.3;4134.4;5512.5;6546.1;6632.2;6460.0;5943.2;3273.0;3273.0;4823.4;4220.5;3703.7;3273.0;4392.8;3100.8;3876.0;4392.8;4651.2;4909.6;4909.6,6718.4,3100.8,S
3.696,3.670592672,2670.1,4651.2,0.254,3.924919373,Y,7018.2,2503.8,1.0,J,4565.0,3445.3;4306.6;4478.9;4651.2;4737.3;4737.3;4737.3;5340.2;5512.5;5684.8;6029.3;3359.2;3359.2;3359.2;3617.6;3703.7;4134.4;4134.4;6460.0;5598.6;5168.0;5426.4;2928.5;4134.4;4134.4;5340.2;6546.1;6460.0;3703.7;5512.5;5081.8;4823.4;4478.9;3789.8;3273.0;2842.4;3703.7;3531.4;4392.8;4565.0;4909.6;4995.7;3273.0,6546.1,2842.4,S
3.757,4.538661767,3531.4,4651.2,0.249,4.787939577,Y,7132.0,2579.6,1.0,J,4565.0,3876.0;3273.0;3531.4;4048.2;4478.9;4651.2;6201.6;6029.3;5943.2;5254.1;5426.4;5512.5;5684.8;3703.7;4220.5;4392.8;4220.5;4048.2;4909.6;3617.6;6546.1;5684.8;5081.8;3359.2;3100.8;3014.6;2842.4;5340.2;6460.0;6373.8;2584.0;5512.5;5254.1;4995.7;4565.0;4048.2;3359.2;3100.8;4478.9;3617.6;4306.6;4565.0;4823.4,6546.1,2584.0,S
3.579,4.104052502,3186.9,4737.3,0.251,4.355110868,Y,7132.0,2541.7,1.0,J,4565.0,3445.3;3876.0;3876.0;4392.8;4565.0;4823.4;4909.6;4995.7;4306.6;3962.1;3789.8;3531.4;3359.2;3186.9;3014.6;2928.5;4651.2;4737.3;4823.4;6632.2;6373.8;5426.4;4823.4;5512.5;3014.6;4134.4;5340.2;5340.2;6460.0;6373.8;3789.8;5426.4;5168.0;4823.4;4478.9;3703.7;3359.2;2842.4;4478.9;3789.8;4478.9;4565.0;4909.6;4995.7,6632.2,2842.4,S
3.639,4.987632419,3617.6,4565.0,0.255,5.242251897,Y,7169.9,2541.7,1.0,J,4565.0,3445.3;3876.0;3876.0;4392.8;4134.4;3962.1;3789.8;3703.7;3531.4;3445.3;3273.0;3186.9;3359.2;2928.5;2842.4;2756.2;2584.0;2584.0;3876.0;6460.0;5598.6;5254.1;3703.7;3962.1;4048.2;5512.5;5340.2;6546.1;6460.0;4048.2;3789.8;5254.1;4995.7;4478.9;3876.0;3359.2;2842.4;4220.5;4823.4;4392.8;4565.0;4909.6;4995.7;2928.5,6546.1,2584.0,S
3.758,5.897379487,3703.7,4651.2,0.258,6.155560076,N,7245.8,2390.0,1.0,J,4909.6,3359.2;3359.2;2670.1;2756.2;2756.2;2756.2;4823.4;4995.7;2670.1;5340.2;5512.5;4220.5;4306.6;4220.5;4220.5;3445.3;3617.6;4306.6;4220.5;4048.2;5684.8;5254.1;4478.9;6029.3;5943.2;5943.2;5426.4;5684.8;6546.1;6373.8;4651.2;4478.9;4220.5;4737.3;4048.2;3531.4;3100.8;3445.3;3273.0;3186.9;4392.8;4651.2;4909.6;4823.4;2670.1,6546.1,2670.1,S
3.722,6.341008442,3445.3,4737.3,0.258,6.599189032,N,7283.7,2465.8,1.0,J,4909.6,3359.2;3359.2;3876.0;4478.9;4565.0;3273.0;4651.2;4392.8;5943.2;5254.1;5770.9;5684.8;6632.2;6632.2;4651.2;4306.6;4306.6;4478.9;4565.0;4737.3;5857.0;5340.2;4995.7;3186.9;3186.9;3014.6;2928.5;2842.4;6460.0;6373.8;5770.9;5426.4;5081.8;4823.4;4134.4;3617.6;3186.9;2842.4;3962.1;3789.8;4392.8;4651.2;4909.6;4995.7,6632.2,2842.4,S
3.529,6.781423735,3617.6,4565.0,0.256,7.037823769,Y,7473.4,2465.8,1.0,J,4737.3,3445.3;5081.8;5081.8;4651.2;4478.9;4306.6;4134.4;3962.1;3789.8;3617.6;3445.3;3445.3;3100.8;3014.6;2842.4;2756.2;2756.2;2670.1;2584.0;2584.0;6460.0;5254.1;4737.3;3703.7;3273.0;4134.4;5426.4;6460.0;6546.1;6460.0;6460.0;5598.6;5168.0;4737.3;4134.4;3531.4;3186.9;4651.2;4565.0;4392.8;4478.9;4737.3;4909.6;6460.0,6546.1,2584.0,S
3.818,7.221221015,3273.0,4651.2,0.256,7.477621049,Y,7435.5,2314.1,1.0,J,4823.4,4995.7;4995.7;3445.3;4306.6;4565.0;4048.2;3876.0;3703.7;4995.7;5081.8;5684.8;3703.7;5512.5;5168.0;4737.3;4651.2;4565.0;4478.9;3703.7;3789.8;6632.2;6546.1;5168.0;4565.0;5684.8;5254.1;4048.2;4392.8;4565.0;6460.0;6201.6;5598.6;5254.1;5081.8;4823.4;3962.1;3962.1;3100.8;3962.1;3962.1;4048.2;4478.9;4823.4;4909.6;4134.4,6632.2,3100.8,S
